Item Name,Cuisine,Course,Nutritional Profile,Preparation Method,Spiciness Level,Vegan/Vegetarian/Contains-Egg/Non-Veg,Allergens,Flavor Profile,Dietary Restrictions
Fruit Pachadi Recipe,Indian,Side,"Sweet, Tangy","Boiled, Mixed",Mild,Vegan,None,"Sweet, Tangy",Vegan
Aloo Matar Masala Khichdi Recipe,Indian,Main,"Protein Rich, Fiber Rich","Boiled, Stewed",Mild,Vegetarian,None,"Mild, Spicy",Vegan
Rock Toast Recipe - Semolina Bread Toast,Western,Breakfast,"Fiber Rich, Vitamin Rich",Toasted,None,Vegetarian,Gluten,"Crunchy, Savory",Vegetarian
Potato Vindaloo Recipe (Spicy Goan Potato Curry),Indian,Main,"Fiber Rich, Spicy",Curried,Spicy,Vegetarian,None,"Spicy, Tangy",Vegan
Lu Potol Post Recipe (Lu Parwal In Poppy Seed Masala Recipe),Indian,Main,"Fiber Rich, Creamy",Curried,Mild,Vegetarian,None,"Creamy, Mild",Vegetarian
Aloo Bhey Ki Sabzi Recipe (Potato Lotus Stem Curry),Indian,Main,"Fiber Rich, Spicy",Curried,Spicy,Vegetarian,None,"Spicy, Aromatic",Vegan
Classic Grilled Tomato Cucumber Chutney Sandwich Recipe,Indian,Snack,Vitamin Rich,Assembled,None,Vegetarian,None,"Fresh, Tangy",Vegetarian
Homemade Granola Mix Recipe with Oats & Wheat Flakes,Western,Snack,"Fiber Rich, Nutrient Dense","Baked, Mixed",None,Vegetarian,"Nuts, Gluten","Nutty, Crunchy",Vegetarian
Baingan Sarson Ka Saag Recipe,Indian,Main,"Fiber Rich, Tangy","Curried, Stewed",Spicy,Vegetarian,None,"Spicy, Tangy",Vegan
Kalyana Veetu Senai Curry Recipe - South Indian Spicy Roasted Yam,Indian,Main,"Fiber Rich, Spicy","Roasted, Curried",Spicy,Vegan,None,"Spicy, Aromatic",Vegan
Chettinad Thakkali Sadam Recipe (Chettinad Style Tomato Rice),Indian,Main,"Fiber Rich, Tangy","Cooked, Spiced",Spicy,Vegan,None,"Spicy, Tangy",Vegan
Thai Yellow Coconut Curry Rice Recipe,Thai,Main,"Flavorful, Aromatic","Cooked, Mixed",Mild,Vegan,None,"Aromatic, Mild",Vegan
Stuffed Bhindi With Paneer (Recipe In Hindi),Indian,Main,"Protein Rich, Fiber Rich","Stuffed, Curried",Spicy,Vegetarian,Dairy,"Spicy, Aromatic",Vegetarian
Bael Ka Sharbat Recipe - Wood Apple Squash Drink,Indian,Beverage,"Refreshing, Nutrient Dense","Blended, Mixed",None,Vegan,None,"Sweet, Tangy",Vegan
Raw Mango Murabba Recipe - Cinnamon Spiced Mango Jam,Indian,Dessert,"Sweet, Tangy","Boiled, Soaked",None,Vegan,None,"Sweet, Tangy",Vegan
Karnataka Style Gorai Kai Kara Recipe - Cluster Beans Chutney,Indian,Side,"Fiber Rich, Tangy","Blended, Mixed",Spicy,Vegan,None,"Tangy, Spicy",Vegan
Kunafa With Mango Cottage Cheese Cream Recipe,Middle Eastern,Dessert,"Sweet, Creamy","Baked, Layered",None,Vegetarian,Dairy,"Sweet, Creamy",Vegetarian
Royal Bread Gulab Jamun Recipe,Indian,Dessert,"Sweet, Rich","Fried, Soaked",None,Vegetarian,Dairy,"Sweet, Rich",Vegetarian
Safed Achari Baingan Recipe - White Aubergine in pickled spices,Indian,Main,"Tangy, Spicy","Curried, Pickled",Spicy,Vegetarian,None,"Spicy, Tangy",Vegan
Potlankaya Perugu Pachhadi Recipe (Curd & Sunke Gourad Chutney),Indian,Side,"Tangy, Creamy","Blended, Mixed",Mild,Vegetarian,Dairy,"Tangy, Creamy",Vegetarian
Karela Dahi Puri Recipe - A Chatpata Chaat Made From Bitter Gourd,Indian,Snack,"Tangy, Spicy",Assembled,Spicy,Vegetarian,Dairy,"Tangy, Spicy",Vegetarian
Kasuri Methi and Potato Frying Recipe,Indian,Side,"Spicy, Aromatic",Fried,Spicy,Vegetarian,None,"Spicy, Aromatic",Vegan
Sprouted Matki Chila Recipe with Spinach - Moth Bean Chila,Indian,Breakfast,"Protein Rich, Fiber Rich","Cooked, Pan-Fried",Spicy,Vegan,None,"Spicy, Nutty",Vegan
Malabar Kaai Curry Recipe With Nenthra Pazham,Indian,Main,"Sweet, Tangy","Curried, Stewed",Mild,Vegetarian,None,"Sweet, Tangy",Vegetarian
Assamese Sweet Kordoi Recipe,Indian,Dessert,"Sweet, Crunchy","Deep-Fried, Soaked",None,Vegetarian,Dairy,"Sweet, Crunchy",Vegetarian
Steamed Bafauri Recipe (Bhojpuri Style Steamed Chana Dal Balls),Indian,Snack,"Protein Rich, Fiber Rich",Steamed,Mild,Vegetarian,None,"Mild, Nutty",Vegan
Jodhpuri Aloo Recipe,Indian,Main,"Spicy, Tangy","Curried, Stewed",Spicy,Vegetarian,None,"Spicy, Tangy",Vegan
Vedakkai Thoran Recipe - Kerala Style Bhindi Stir Fry,Indian,Main,"Fiber Rich, Spicy",Stir-Fried,Spicy,Vegan,None,"Spicy, Aromatic",Vegan
Gram and Potato Dry Vegetable Recipe,Indian,Main,"Protein Rich, Fiber Rich","Curried, Stir-Fried",Spicy,Vegetarian,None,"Spicy, Aromatic",Vegan
Tomato Chicken Roast Recipe Flavoured With Kasuri Methi,Indian,Main,"Protein Rich, Spicy","Roasted, Curried",Spicy,Non-Veg,None,"Spicy, Aromatic",None
Nellikai Oorugai / Amla Sambhario Recipe (Instant Gooseberry Piccile Recipe),Indian,Side,"Tangy, Spicy","Pickled, Mixed",Spicy,Vegan,None,"Tangy, Spicy",Vegan
Baingan Sarson Ka Saag Recipe - Brinjal Mustard Saag Recipe,Indian,Main,"Spicy, Tangy","Curried, Stewed",Spicy,Vegetarian,None,"Spicy, Tangy",Vegan
Stuffed Arbi Paratha Recipe,Indian,Main,"Spicy, Aromatic","Stuffed, Grilled",Spicy,Vegetarian,None,"Spicy, Aromatic",Vegan
Tomato Curry Leaf Chutney Recipe - Tomato Curry Leaf Chutney Recipe,Indian,Side,"Tangy, Spicy","Blended, Mixed",Spicy,Vegan,None,"Tangy, Spicy",Vegan
Rajasthani Goonde Vegetable Recipe (Bird Lime Stir Fry),Indian,Main,"Tangy, Spicy",Stir-Fried,Spicy,Vegetarian,None,"Spicy, Tangy",Vegan
Raw Jackfruit Burrito Recipe,Mexican,Main,"Fiber Rich, Protein Rich","Baked, Assembled",Spicy,Vegetarian,Gluten,"Spicy, Savory",Vegan
Bengali Gram Dal Recipe,Indian,Main,"Protein Rich, Fiber Rich","Boiled, Curried",Spicy,Vegetarian,None,"Spicy, Aromatic",Vegan
Hyderabadi Vegetable Biryani Recipe,Indian,Main,"Fiber Rich, Protein Rich","Cooked, Layered",Spicy,Vegan,None,"Aromatic, Spicy",Vegan
Chocolate Chip & Raisin Rolls Recipe,Western,Dessert,"Sweet, Rich",Baked,None,Vegetarian,Dairy,"Sweet, Buttery",Vegetarian
Baby Corn Cigar Recipe,Asian,Appetizer,"Crunchy, Spicy",Deep-Fried,Spicy,Vegetarian,None,"Spicy, Crunchy",Vegetarian
Wheat Millet Thepla Recipe - Bajra Masala Paratha,Indian,Main,"Fiber Rich, Nutrient Dense","Grilled, Rolled",Spicy,Vegetarian,Gluten,"Spicy, Aromatic",Vegan
Kaju Badam Ladoo Recipe,Indian,Dessert,"Nutty, Sweet","Blended, Shaped",None,Vegetarian,Nuts,"Nutty, Sweet",Vegetarian
Spaghetti Aglio Olio With Parmesan & Greens Recipe,Italian,Main,"Protein Rich, Nutrient Dense","Boiled, Tossed",Spicy,Vegetarian,Dairy,"Savory, Aromatic",Vegetarian
Mushroom Dumpling Recipe With Potatoes (Momos),Asian,Appetizer,"Protein Rich, Savory","Steamed, Stuffed",Spicy,Vegetarian,None,"Savory, Spicy",Vegan
Tomato Curry Leaf Chutney With No Onion No Garlic Recipe,Indian,Side,"Tangy, Spicy","Blended, Mixed",Spicy,Vegan,None,"Tangy, Spicy",Vegan
Baked Oats and Whole Wheat Kachori Stuffed with Peas Recipe,Indian,Snack,"Fiber Rich, Nutrient Dense","Baked, Stuffed",Spicy,Vegetarian,Gluten,"Spicy, Aromatic",Vegetarian
Masala Carrot And Peas Sandwich Recipe,Indian,Snack,"Protein Rich, Fiber Rich",Assembled,Mild,Vegetarian,None,"Spicy, Tangy",Vegetarian
Stuffed Onion Vegetable Recipe - Bharwa Pyaz Ki Sabzi Recipe,Indian,Main,"Fiber Rich, Spicy","Stuffed, Curried",Spicy,Vegan,None,"Spicy, Aromatic",Vegan
Aam Panna Pani Puri Recipe,Indian,Snack,"Sweet, Tangy",Assembled,Mild,Vegetarian,None,"Sweet, Tangy",Vegetarian
Quinoa Vegetable Upma Recipe,Indian,Breakfast,"Protein Rich, Fiber Rich","Boiled, Stir-Fried",Spicy,Vegan,None,"Spicy, Aromatic",Vegan
Whole Wheat Espresso Chocolate Streusel Cake Recipe,Western,Dessert,"Sweet, Rich",Baked,None,Vegetarian,"Gluten, Dairy","Sweet, Chocolatey",Vegetarian
Basella Fritters Recipe - Malabar Spinach Fritters,Indian,Appetizer,"Crunchy, Spicy",Deep-Fried,Spicy,Vegan,None,"Spicy, Crunchy",Vegan
Fig Honey & Paprika Preserve Recipe,Western,Side,"Sweet, Tangy","Cooked, Mixed",Mild,Vegetarian,None,"Sweet, Tangy",Vegetarian
Sepu Vadi Recipe (Himachali Split Urad Dal Dumplings In Spinach Gravy),Indian,Main,"Protein Rich, Aromatic","Steamed, Curried",Spicy,Vegetarian,None,"Aromatic, Spicy",Vegan
Himachali Dry Raw Mango Chutney Recipe,Indian,Side,"Tangy, Spicy","Pickled, Mixed",Spicy,Vegan,None,"Tangy, Spicy",Vegan
Vegan Navratan Korma Recipe,Indian,Main,"Nutrient Dense, Creamy","Curried, Stewed",Mild,Vegan,Nuts,"Creamy, Mild",Vegan
Lentils and Mixed Grains Khichda Recipe,Indian,Main,"Protein Rich, Fiber Rich","Boiled, Stewed",Mild,Vegan,None,"Mild, Nutty",Vegan
Chettinad Pakora Curry Recipe,Indian,Main,"Spicy, Crunchy",Curried,Spicy,Vegetarian,None,"Spicy, Crunchy",Vegan
Banana Pomegranate Raita Recipe - Kela Anar Raita,Indian,Side,"Sweet, Tangy",Mixed,Mild,Vegetarian,None,"Sweet, Tangy",Vegetarian
Dhania Wale Aloo Recipe - Coriander Potato Dry,Indian,Main,"Spicy, Aromatic",Stir-Fried,Spicy,Vegan,None,"Spicy, Aromatic",Vegan
Case Podimas Recipe (South Indian Style Blindine Mash),Indian,Side,"Spicy, Tangy","Boiled, Mashed",Spicy,Vegetarian,None,"Spicy, Tangy",Vegan
Baked Potato-Spaghetti Rolls Recipe,Western,Main,"Spicy, Creamy","Baked, Rolled",Spicy,Vegetarian,Dairy,"Spicy, Creamy",Vegetarian
Rajasthani Ghasela recipe - Besan Ka Pitta (Recipe in Hindi),Indian,Side,"Spicy, Aromatic","Steamed, Sautéed",Spicy,Vegetarian,None,"Spicy, Aromatic",Vegan
Andhra Style Bendakaya Charu Recipe - Ladies Finger Rasam,Indian,Side,"Tangy, Spicy","Boiled, Stewed",Spicy,Vegan,None,"Tangy, Spicy",Vegan
Mexican Vegetarian Burrito Bowl Recipe,Mexican,Main,"Protein Rich, Fiber Rich","Assembled, Mixed",Spicy,Vegetarian,Gluten,"Spicy, Aromatic",Vegan
Dahi Bhindi Recipe - Okra in Yogurt Curry with Caramelized Onions,Indian,Main,"Creamy, Tangy","Curried, Stewed",Mild,Vegetarian,Dairy,"Creamy, Tangy",Vegetarian
Palak Paneer Bhurji Recipe - Palak Paneer Bhurji Recipe,Indian,Main,"Protein Rich, Aromatic","Stir-Fried, Curried",Spicy,Vegetarian,Dairy,"Spicy, Aromatic",Vegetarian
Badam Halwa Recipe,Indian,Dessert,"Nutty, Sweet","Boiled, Blended",None,Vegetarian,Nuts,"Nutty, Sweet",Vegetarian
Sweet & Spicy Vegetable Hong Kong Style Recipe,Asian,Main,"Sweet, Spicy",Stir-Fried,Spicy,Vegetarian,None,"Sweet, Spicy",Vegan
Tender Coconut Ice Cream Recipe,Indian,Dessert,"Creamy, Sweet","Frozen, Blended",None,Vegetarian,"Dairy, Nuts","Creamy, Sweet",Vegetarian
Milk Powder Chena Burfi Recipe,Indian,Dessert,"Sweet, Creamy","Boiled, Shaped",None,Vegetarian,"Dairy, Nuts","Sweet, Creamy",Vegetarian
Carrot Orange Walnut Raita (Fruity Nutty Yogurt) Recipe,Indian,Side,"Tangy, Nutty",Mixed,Mild,Vegetarian,"Dairy, Nuts","Tangy, Nutty",Vegetarian
Coffee Chocolate Truffles Recipe,Western,Dessert,"Sweet, Rich","Shaped, Chilled",None,Vegetarian,"Dairy, Nuts","Sweet, Rich",Vegetarian
Karnataka Style Ragi Ujju Rotti Recipe,Indian,Main,"Nutrient Dense, Fiber Rich","Griddled, Rolled",Spicy,Vegetarian,None,"Spicy, Aromatic",Vegan
Pui Shaker Chorchori Recipe - Mixed Vegetable Curry With Malabar Spinach,Indian,Main,"Nutrient Dense, Spicy","Curried, Stir-Fried",Spicy,Vegan,None,"Spicy, Aromatic",Vegan
Potato Pancakes Recipe,Western,Main,"Crunchy, Spicy",Fried,Spicy,Vegetarian,None,"Spicy, Crunchy",Vegetarian
Bamboo Shoot Stir Fry Recipe,Asian,Side,"Crunchy, Spicy",Stir-Fried,Spicy,Vegan,None,"Spicy, Crunchy",Vegan
Udupi Style Red Parboiled Rice Sevai Recipe (Red Rice Vermicelli),Indian,Main,"Fiber Rich, Aromatic","Boiled, Mixed",Spicy,Vegan,None,"Spicy, Aromatic",Vegan
Till Wale Aloo Recipe - Sesame Potato Sabzi,Indian,Main,"Nutrient Dense, Spicy",Stir-Fried,Spicy,Vegan,None,"Spicy, Aromatic",Vegan
Beetroot Loni Sponge Dosa Recipe,Indian,Main,"Nutrient Dense, Spicy","Baked, Fermented",Spicy,Vegetarian,None,"Spicy, Aromatic",Vegan
Sweet & Spicy Stuffed Paneer In Kofta Curry Recipe,Indian,Main,"Protein Rich, Spicy","Curried, Stuffed",Spicy,Vegetarian,Dairy,"Spicy, Rich",Vegetarian
"Sichuan Style Zhong Shui Jiao Recipe (Caramelized Onion, Cabbage And Peas Dumplings in Red Oil Recipe)",Asian,Main,"Spicy, Aromatic","Steamed, Curried",Spicy,Vegan,None,"Spicy, Aromatic",Vegan
Spicy Baby Potatoes Recipe,Indian,Side,"Spicy, Tangy",Stir-Fried,Spicy,Vegetarian,None,"Spicy, Tangy",Vegan
Barley Whole Wheat Coffee Marble Cake Recipe,Western,Dessert,"Sweet, Aromatic",Baked,None,Vegetarian,Gluten,"Sweet, Aromatic",Vegetarian
Chettinad Dry Pepper Chicken Recipe,Indian,Main,Protein Rich,Stir-Fried,Spicy,Non-Veg,None,Spicy,None
Andhra Style Lettuce Pulp Recipe (Spinach Dal Recipe),Indian,Side,"Fiber Rich, Protein Rich",Stewed,Mild,Vegan,None,Mild,Vegan
Rich Dark Chocolate Mousse Recipe,Western,Dessert,"Indulgent, Rich","Chilled, Whipped",None,Vegetarian,Dairy,"Rich, Indulgent",Vegetarian
Hunase Gojju Recipe - Hunase Gojju Recipe,Indian,Main,"Tangy, Spicy","Curry, Stewed",Spicy,Vegetarian,None,"Tangy, Spicy",Vegetarian
Qahwa,Arabic Coffee Recipe,Middle Eastern,Beverage,"Energizing, Aromatic",Brewed,None,Vegan,None,Variable
Broccoli Corn & Barley Soup Recipe,Western,Soup,Nutrient Rich,"Boiled, Blended",Mild,Vegan,None,"Mild, Nutritious",Vegan
Spirulina and Mint Basil Pesto Pasta Recipe,Italian,Main,Nutrient Dense,"Boiled, Tossed",Mild,Vegan,Nuts,"Refreshing, Nutty",Vegan
Goan Style Sando Recipe (Steamed Rice Cakes Filled With Sweet Coconut),Indian,Snack,"Sweet, Coconutty",Steamed,None,Vegetarian,Coconut,"Sweet, Coconutty","Vegetarian, Contains Coconut"
"Til Moongphali Aur Kundru Sabzi Recipe - Sesame, Peanuts And Ivy Gourd Stir Fry",Indian,Main,"Nutrient Dense, Protein Rich",Stir-Fried,Spicy,Vegan,Peanuts,"Spicy, Nutty","Vegan, Contains Peanuts"
Asian Style Honey Soy Sticky Chicken Recipe,Asian,Main,"Sweet, Salty","Grilled, Glazed",Mild,Non-Veg,Soy,"Sweet, Salty",None
Kaigari Pirattal Recipe (Chettinad Style Mixed Vegetables),Indian,Main,Nutrient Rich,Stir-Fried,Spicy,Vegetarian,None,"Spicy, Aromatic",Vegan
Pomegranate Frozen Margarita Recipe,Mexican,Beverage,"Refreshing, Tangy",Blended,None,Vegetarian,None,"Tangy, Refreshing",Vegetarian
Chinese Egg Fried Rice Recipe With Oats,Chinese,Main,"Balanced, Nutritious",Stir-Fried,Spicy,Contains Egg,None,"Spicy, Nutritious",None
Matar Besan and Paneer Cheela Recipe,Indian,Breakfast,Protein Rich,Pan-Fried,Spicy,Vegetarian,None,"Spicy, Protein Rich",Vegetarian
Leftover Roti Cutlet Recipe,Indian,Snack,"Crispy, Spicy",Pan-Fried,Spicy,Vegetarian,None,"Spicy, Crispy",Vegetarian
Flourless Orange Cake With Cream Cheese Frosting Recipe,Western,Dessert,"Citrusy, Creamy","Baked, Frosted",None,Vegetarian,Dairy,"Citrusy, Creamy",Vegetarian
Spicy Paneer Bhurji Pav Sandwich Recipe - Breakfast Recipe,Indian,Breakfast,"Spicy, Protein Rich",Pan-Fried,Spicy,Vegetarian,Dairy,"Spicy, Protein Rich",Vegetarian
Asian Style Baby Corn With Sesame Seeds and Peanut Sauce Recipe,Asian,Main,Nutrient Dense,Stir-Fried,Spicy,Vegetarian,Peanuts,"Spicy, Nutty","Vegan, Contains Peanuts"
Papaya and Carrot Halwa Recipe,Indian,Dessert,"Sweet, Nutritious","Boiled, Blended",None,Vegetarian,None,"Sweet, Nutritious",Vegetarian
Phalguni Dal (Recipe),Indian,Main,Protein Rich,"Boiled, Cooked",Mild,Vegan,None,"Mild, Protein Rich",Vegan
Soft Millet Taco Recipe Topped With Hummus & Veggies,Mexican,Main,Nutrient Rich,"Assembled, Topped",Mild,Vegetarian,None,"Mild, Nutrient Rich",Vegan
Sprouted Moong And Onion Fritters Recipe,Indian,Snack,"Protein Rich, Crispy",Fried,Spicy,Vegetarian,None,"Spicy, Crispy",Vegetarian
Lemon And Ginger Spicy Black Eyed Beans Recipe,Indian,Side,"Tangy, Spicy","Boiled, Spiced",Spicy,Vegan,None,"Tangy, Spicy",Vegan
Gawar Phali Masala Sabzi Recipe - Cluster Beans Gravy Sabzi,Indian,Main,Nutrient Dense,"Curried, Stir-Fried",Spicy,Vegan,None,"Spicy, Nutrient Dense",Vegan
Corn only quiche recipe,Western,Main,"Creamy, Crispy","Baked, Assembled",Mild,Vegetarian,Dairy,"Creamy, Crispy",Vegetarian
Lacha Onion Recipe - Masala Pickled Onions,Indian,Side,"Tangy, Spicy",Pickled,Spicy,Vegetarian,None,"Tangy, Spicy",Vegetarian
Masala Cornflakes Chicken Recipe,Indian,Main,"Crunchy, Spicy","Fried, Coated",Spicy,Non-Veg,None,"Spicy, Crunchy",None
Tofu Bhurji Recipe - Spicy Scrambled Tofu,Indian,Main,"Protein Rich, Spicy",Stir-Fried,Spicy,Vegan,None,"Spicy, Protein Rich",Vegan
Savoury Bread Pudding Recipe,Western,Main,"Savory, Creamy","Baked, Assembled",Mild,Vegetarian,Dairy,"Savory, Creamy",Vegetarian
Stuffed Radish Paneer Paratha Recipe,Indian,Main,Protein Rich,"Stuffed, Grilled",Spicy,Vegetarian,Dairy,"Spicy, Protein Rich",Vegetarian
Orange Peppermint Green Tea Punch Recipe,Western,Beverage,"Refreshing, Citrusy","Brewed, Mixed",None,Vegan,None,"Refreshing, Citrusy",Vegan
Zucchini Tater Tots Recipe - A Delicious Party Appetizer,Western,Snack,"Crunchy, Savory",Baked,Mild,Vegan,None,"Crunchy, Savory",Vegan
Moringa Masoor Dal Recipe - Drumstick Leaves Dal,Indian,Main,"Nutrient Dense, Protein Rich","Boiled, Cooked",Mild,Vegan,None,"Mild, Nutrient Dense",Vegan
Gujarati Methi Na Dhebra Recipe,Indian,Main,Nutrient Dense,"Fried, Pan-Cooked",Mild,Vegetarian,None,"Mild, Nutrient Dense",Vegetarian
Rajasthani Gatte Ki Sabzi Recipe With Onion & Garlic,Indian,Main,"Spicy, Tangy","Curried, Stir-Fried",Spicy,Vegetarian,None,"Spicy, Tangy",Vegetarian
Bengali Aloo Potol er Dalna Recipe - A Traditional Vegetable Side Dish,Indian,Main,"Spicy, Tangy",Curried,Spicy,Vegetarian,None,"Spicy, Tangy",Vegetarian
Egg Sholay Kebab Recipe,Indian,Appetizer,"Spicy, Protein Rich",Deep-Fried,Spicy,Contains Egg,None,"Spicy, Protein Rich",None
One Pot Methi Mushroom Brown Rice Pulao Recipe,Indian,Main,Nutrient Dense,"Boiled, Cooked",Mild,Vegetarian,None,"Mild, Nutrient Dense",Vegetarian
Egg and Bread Fried Rice Recipe,Western,Main,Protein Rich,Stir-Fried,Spicy,Contains Egg,None,"Spicy, Protein Rich",None
Veg Mughlai Paratha Recipe,Indian,Main,"Spicy, Nutrient Rich",Pan-Fried,Spicy,Vegetarian,None,"Spicy, Nutrient Rich",Vegetarian
Crispy Vegetable Tempura Recipe,Japanese,Appetizer,"Crispy, Light",Deep-Fried,None,Vegan,None,"Crispy, Light",Vegan
Andhra Style Stuffed Boils Recipe (Crispy Tapioca Snack),Indian,Snack,"Crunchy, Spicy",Deep-Fried,Spicy,Vegan,None,"Spicy, Crunchy",Vegan
Andhra Style Palakura Vepudu Recipe - Spinach Stir Fry Recipe,Indian,Main,Nutrient Rich,Stir-Fried,Spicy,Vegan,None,"Spicy, Nutrient Rich",Vegan
Papaya Orange Pomegranate Salad Recipe With Roasted Peanuts,Indian,Salad,"Refreshing, Nutrient Rich","Tossed, Mixed",None,Vegan,Peanuts,"Refreshing, Nutrient Rich","Vegan, Contains Peanuts"
Paka Kela Ki Sabzi Recipe,Paka Kela nu Shaak,Gujarati Jain Recipe,Indian,Main,"Sweet, Spicy","Curried, Stir-Fried",Spicy,Vegetarian,"Spicy, Sweet"
Chocolate Tart Recipe,Western,Dessert,"Rich, Indulgent","Baked, Filled",None,Vegetarian,Dairy,"Rich, Indulgent",Vegetarian
Navrang dal recipe - Navrang Dal (Recipe),Indian,Main,Nutrient Dense,"Boiled, Cooked",Mild,Vegan,None,"Mild, Nutrient Dense",Vegan
Green Moong Dal Sundal Recipe - Green Moong Dal Sundal Recipe,Indian,Snack,Protein Rich,"Boiled, Seasoned",Mild,Vegan,None,"Mild, Protein Rich",Vegan
Chow Chow Sambar Recipe - Chow-Chow Sambar,Indian,Main,Nutrient Dense,"Boiled, Curried",Spicy,Vegan,None,"Spicy, Nutrient Dense",Vegan
Tamil Nadu Style White Paniyaram Recipe - Semi Sweet Rice & Dal Printers,Indian,Breakfast,"Sweet, Nutrient Dense","Steamed, Fermented",None,Vegetarian,None,"Sweet, Nutrient Dense",Vegetarian
Kurkuri Bhindi With Spicy Tomato Yogurt Gravy Recipe,Indian,Main,"Fiber Rich, Vegetarian","Fried, Simmered",Spicy,Vegetarian,Dairy,"Spicy, Tangy",Vegetarian
Thulli Recipe (Broken Wheat Halwa),Indian,Dessert,"Sweet, Nutrient Dense","Boiled, Simmered",None,Vegetarian,"Dairy, Nuts","Sweet, Nutty",Vegetarian
Gulkand Chai Recipe - A Delicious Rose Flavored Indian Tea,Indian,Beverage,"Aromatic, Soothing",Brewed,None,Vegetarian,Dairy,"Aromatic, Floral",Vegetarian
Spinach And Tortellini Soup Recipe,Italian,Soup,Nutrient Rich,"Boiled, Simmered",Mild,Vegetarian,"Dairy, Gluten","Mild, Nutritious",Vegetarian
Chak-Hao Amubi Recipe (Black Rice Pudding),Manipuri,Dessert,"Rich, Indulgent","Boiled, Simmered",None,Vegetarian,Dairy,"Rich, Indulgent",Vegetarian
Four Cheese and Spinach Stuffed Mushrooms Recipe,Italian,Appetizer,"Cheesy, Nutrient Rich","Baked, Stuffed",None,Vegetarian,Dairy,"Cheesy, Nutrient Rich",Vegetarian
Roasted Vegetable Pasta Primavera Recipe,Italian,Main,Nutrient Dense,"Roasted, Tossed",Mild,Vegetarian,"Gluten, Dairy","Mild, Nutrient Dense",Vegetarian
Kashmiri Style Chicken Pulao Recipe,Kashmiri,Main,Protein Rich,"Cooked, Baked",Spicy,Non-Veg,None,"Spicy, Aromatic",None
Stuffed Tomato With Stir-Fried Quinoa And Feta Recipe,Mediterranean,Main,Protein Rich,"Stuffed, Stir-Fried",Mild,Vegetarian,Dairy,"Mild, Protein Rich",Vegetarian
Keeme Ja Bhalla Recipe - Sindhi Mutton Keema Balls In Gravy,Indian,Main,"Protein Rich, Spicy","Fried, Simmered",Spicy,Non-Veg,None,"Spicy, Protein Rich",None
Kabuli Chana Sundal Recipe - Chickpea Sundal Recipe,Indian,Snack,"Protein Rich, Vegan","Boiled, Seasoned",Mild,Vegan,None,"Mild, Protein Rich",Vegan
Spinach And Corn Sandwich Recipe Flavored With Sandwich Spread,Western,Snack,Nutrient Dense,Assembled,Mild,Vegetarian,Dairy,"Mild, Nutrient Dense",Vegetarian
Spaghetti Pasta Recipe In Roasted Pumpkin Sauce,Italian,Main,Nutrient Rich,"Boiled, Sauced",Mild,Vegetarian,"Gluten, Dairy","Mild, Nutrient Rich",Vegetarian
Cold Potato Salad With Cilantro Dressing Recipe,Western,Salad,"Refreshing, Creamy","Boiled, Tossed",Mild,Vegetarian,Dairy,"Refreshing, Creamy",Vegetarian
Pista Burfi Recipe - Indian Spiced Pistachio Fudge,Indian,Dessert,"Sweet, Indulgent","Boiled, Set",None,Vegetarian,"Dairy, Nuts","Sweet, Indulgent",Vegetarian
No Onion No Garlic Lobia Masala Recipe In Electric Pressure Cooker,Indian,Main,"Protein Rich, Spicy","Cooked, Simmered",Spicy,Vegan,None,"Spicy, Protein Rich",Vegan
Instant Puliodarai Powder Recipe (Puliogare / Pulihora Powder),Indian,Spice,"Tangy, Spicy","Ground, Mixed",Spicy,Vegan,None,"Tangy, Spicy",Vegan
Vendakka Stew Recipe (Kerala Style Okra Stew),Indian,Main,"Mild, Vegan",Stewed,Mild,Vegan,None,"Mild, Vegan",Vegan
Party Sev Puri Recipe Filled With Potato & Pomegranate Mint Mayo,Indian,Appetizer,"Tangy, Spicy",Assembled,Spicy,Vegetarian,None,"Tangy, Spicy",Vegetarian
Rava Chakli Recipe - Karnataka Style With Rava & Rice Flour,Indian,Snack,"Crunchy, Spicy",Fried,Spicy,Vegetarian,None,"Crunchy, Spicy",Vegetarian
Roasted Chickpeas Recipe,Middle Eastern,Snack,"Crunchy, Nutrient Rich",Roasted,Spicy,Vegan,None,"Crunchy, Spicy",Vegan
Carrot Chutney Recipe,Indian,Side,"Tangy, Spicy",Blended,Spicy,Vegan,None,"Tangy, Spicy",Vegan
Peeled Moong Dal Curry Recipe,Indian,Main,"Protein Rich, Vegan","Boiled, Curried",Spicy,Vegan,None,"Spicy, Protein Rich",Vegan
Chocolate Glazed Coconut Macaroons Recipe,Western,Dessert,"Indulgent, Sweet","Baked, Glazed",None,Vegetarian,Dairy,"Sweet, Indulgent",Vegetarian
